comid,known_baseflow,qout_median,qout_max,rp2,rp5,rp10,rp25,rp50,rp100,qout_max_premium,rp100_premium,q_ep_10,q_ep_20,q_ep_30,q_ep_40,q_ep_50,q_ep_60,q_ep_70,q_ep_80,q_ep_90,q_ep_100
5218161,141.08999633789062,18.99,920.34,216.986,328.165,409.921,522.132,612.067,707.37,1380.5100402832031,1061.055,71.12000274658203,49.59000015258789,35.95000076293945,25.510000228881836,18.950000762939453,14.279999732971191,10.84000015258789,8.109999656677246,5.840000152587891,1.2000000476837158
4724617,1.4900000095367432,2.51,345.4,75.006,121.642,157.919,209.919,253.177,300.359,518.0999908447266,450.5385,12.239999771118164,7.78000020980835,5.260000228881836,3.5899999141693115,2.5,1.7899999618530271,1.3200000524520874,0.949999988079071,0.6800000071525574,0.0
2885118,12.583000183105469,5.07,297.66,77.648,105.103,128.789,165.879,199.42,238.713,446.49000549316406,358.0695,20.579999923706055,12.81999969482422,9.010000228881836,6.659999847412109,5.050000190734863,3.950000047683716,3.140000104904175,2.4000000953674316,1.6699999570846558,0.1299999952316284
13310289,2.177000045776367,0.64,135.52,34.911,56.579,73.14,96.493,115.618,136.207,203.2800064086914,204.3105,2.8299999237060547,1.7799999713897705,1.1399999856948853,0.8199999928474426,0.6399999856948853,0.4900000095367431,0.3600000143051147,0.2599999904632568,0.1500000059604644,0.0
2789571,0.07,0.07,144.25,18.355,37.258,53.002,76.18,95.618,116.754,216.375,175.131,0.6299999952316284,0.270000010728836,0.1500000059604644,0.1000000014901161,0.0700000002980232,0.050000000745058,0.0299999993294477,0.0199999995529651,0.0099999997764825,0.0
11884820,2751.27294921875,265.76,6278.85,1876.486,2802.762,3496.905,4467.078,5258.518,6109.894,9418.275146484377,9164.841,1068.219970703125,716.6500244140625,513.239990234375,368.8699951171875,265.4200134277344,190.07600402832065,137.69000244140625,96.8499984741211,64.70999908447266,7.03000020980835
1827778,833.5880126953125,80.99,1724.39,537.315,790.941,978.372,1237.438,1446.723,1670.129,2586.585021972656,2505.1935,309.7099914550781,204.32000732421875,148.52999877929688,107.83999633789062,80.72000122070312,58.70000076293945,42.4900016784668,30.920000076293945,21.850000381469727,7.429999828338623
21975021,80.61299896240234,64.7,1559.7,681.719,947.731,1095.935,1255.512,1357.293,1446.765,2339.5499267578125,2170.1475,196.56600341796852,145.52000427246094,109.98999786376952,84.56999969482422,64.6500015258789,49.5099983215332,37.529998779296875,27.809999465942383,19.81999969482422,9.010000228881836
5894772,59.35,59.35,4018.09,829.241,1300.148,1654.756,2150.048,2552.837,2984.372,6027.1351318359375,4476.558,251.02999877929688,158.47000122070312,108.16799926757744,78.19999694824219,59.16999816894531,45.619998931884766,34.91999816894531,26.350000381469727,18.690000534057617,5.630000114440918
15614124,3.65,3.65,203.31,48.098,72.069,90.396,116.463,138.076,161.638,304.9649963378906,242.457,13.710000038146973,9.4399995803833,6.760000228881836,4.860000133514404,3.630000114440918,2.75,2.059999942779541,1.559999942779541,1.1200000047683716,0.0
18499528,4.97,4.97,303.89,88.754,136.217,170.963,218.375,256.136,295.92,455.83502197265625,443.88,20.5,12.850000381469728,8.979999542236328,6.690000057220459,4.949999809265137,3.7799999713897705,2.940000057220459,2.25,1.600000023841858,0.0
20480320,6.395999908447266,19.37,2487.09,410.079,746.066,1047.282,1534.593,1986.684,2525.527,3730.6351318359375,3788.2905,99.0500030517578,56.349998474121094,37.56999969482422,26.329999923706055,19.34000015258789,14.170000076293944,9.84000015258789,6.25,2.9600000381469727,0.2599999904632568
2441726,1.95,1.95,567.85,107.235,179.405,224.384,275.936,310.251,341.197,851.7749633789062,511.7955,8.510000228881836,5.110000133514404,3.440000057220459,2.509999990463257,1.950000047683716,1.4600000381469729,1.0399999618530271,0.6700000166893005,0.3899999856948852,0.0
4784831,8.359000205993652,20.2,1297.34,400.053,588.08,731.046,933.662,1101.208,1283.548,1946.0099487304688,1925.322,99.73999786376952,63.900001525878906,42.689998626708984,28.71399917602504,20.11000061035156,14.520000457763672,10.40999984741211,7.199999809265137,4.559999942779541,0.0
11050706,296.34,296.34,5242.74,1756.07,2443.71,2922.221,3552.706,4041.021,4545.244,7864.1103515625,6817.866,892.4759765624998,660.22998046875,505.8999938964844,389.1400146484375,295.9100036621094,221.0059967041019,163.99000549316406,117.18000030517578,79.19000244140625,27.81999969482422
3984460,5.2,5.2,395.84,135.257,203.738,247.891,301.57,339.875,376.724,593.7599945068359,565.086,21.459999084472656,14.140000343322754,10.010000228881836,7.0,5.179999828338623,3.890000104904175,2.930000066757202,2.2300000190734863,1.6100000143051147,0.1700000017881393
4781433,3.24,3.24,682.79,160.336,255.358,322.963,412.29,481.093,551.483,1024.1849670410156,827.2244999999999,15.479999542236328,9.970000267028809,6.639999866485596,4.480000019073486,3.2300000190734863,2.3299999237060547,1.6100000143051147,1.1200000047683716,0.7300000190734863,0.0700000002980232
4724345,1.371999979019165,3.0,348.95,74.911,120.337,155.728,206.592,249.035,295.462,523.4250183105469,443.193,14.829999923706056,9.420000076293944,6.389999866485596,4.340000152587891,2.990000009536743,2.140000104904175,1.5700000524520874,1.1299999952316284,0.8100000023841858,0.2399999946355819
10113748,0.7870000004768372,3.36,1194.93,268.387,480.784,640.159,856.954,1027.049,1202.844,1792.3950805664062,1804.266,30.079999923706055,13.4399995803833,7.579999923706055,4.989999771118164,3.3499999046325684,2.25,1.5800000429153442,1.059999942779541,0.5600000023841858,0.0
20890375,0.1689999997615814,2.33,1325.47,309.762,553.693,734.854,978.856,1168.469,1362.862,1988.2049560546875,2044.293,33.09000015258789,13.460000038146973,6.619999885559082,3.7300000190734863,2.319999933242798,1.440000057220459,0.8399999737739563,0.4300000071525574,0.1899999976158142,0.0
947020474,0.0160000007599592,0.15,12.16,4.253,6.408,8.091,10.527,12.58,14.849,18.239999771118164,22.2735,0.5799999833106995,0.3600000143051147,0.2599999904632568,0.2000000029802322,0.1500000059604644,0.0900000035762786,0.0599999986588954,0.0299999993294477,0.0099999997764825,0.0
3322300,106.15299987792967,134.12,1637.01,638.827,962.635,1186.229,1476.098,1696.21,1919.235,2455.515014648437,2878.8525,363.9059997558592,244.1499938964844,192.6699981689453,160.6199951171875,133.7899932861328,108.70599822998082,85.55999755859375,66.51000213623047,50.20400009155282,20.549999237060547
18464570,6.295000076293945,2.07,267.61,62.328,101.743,131.627,173.402,207.316,243.545,401.41497802734375,365.3175,9.449999809265137,6.300000190734863,4.190000057220459,2.880000114440918,2.059999942779541,1.559999942779541,1.2000000476837158,0.9200000166893004,0.6499999761581421,0.0
13310959,17.709999084472656,5.48,397.11,118.844,193.987,249.971,326.949,388.452,453.277,595.6649780273438,679.9155,24.520000457763672,15.420000076293944,9.93000030517578,7.179999828338623,5.460000038146973,4.25,3.200000047683716,2.299999952316284,1.409999966621399,0.209999993443489
19488826,123.81400299072266,48.04,1362.45,313.085,454.147,569.802,744.628,898.042,1073.434,2043.6749267578125,1610.1509999999998,136.69000244140625,100.61000061035156,77.36000061035156,60.81999969482422,47.959999084472656,37.119998931884766,28.190000534057617,20.399999618530273,13.43000030517578,1.4700000286102295
13410448,15.942999839782717,4.96,447.02,94.926,161.64,215.804,296.128,364.952,441.781,670.5299835205078,662.6715,13.68000030517578,9.880000114440918,7.760000228881836,6.179999828338623,4.949999809265137,4.039999961853027,3.200000047683716,2.609999895095825,1.919999957084656,0.0
6594448,103.74500274658205,20.12,1007.9,374.079,574.875,695.296,831.149,920.987,1001.95,1511.8500366210938,1502.9250000000002,95.51000213623048,56.36000061035156,38.43000030517578,27.46399917602504,20.040000915527344,14.630000114440918,11.149999618530272,7.909999847412109,3.9600000381469727,0.0
19129083,2.674999952316284,2.82,689.95,172.515,287.514,377.538,506.877,614.524,731.864,1034.9250183105469,1097.796,17.690000534057617,8.9399995803833,5.889999866485596,3.990000009536743,2.809999942779541,2.0,1.399999976158142,0.8999999761581421,0.4699999988079071,0.0
2648146,9.630000114440918,3.72,302.0,69.073,109.642,138.671,177.259,207.161,237.914,453.0,356.871,10.960000038146973,7.489999771118164,5.710000038146973,4.480000019073486,3.7100000381469727,2.950000047683716,2.299999952316284,1.7899999618530271,1.2300000190734863,0.2399999946355819
24469172,0.0309999994933605,0.02,11.59,3.735,5.634,6.941,8.628,9.905,11.194,17.385000228881836,16.791,0.0900000035762786,0.050000000745058,0.0299999993294477,0.0199999995529651,0.0199999995529651,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0,0.0
17556777,134.49600219726562,56.29,2052.68,728.87,1053.396,1257.761,1502.714,1675.723,1841.05,3079.019897460937,2761.575,232.0459991455076,146.5500030517578,103.47000122070312,73.44999694824219,56.11000061035156,43.90999984741211,34.529998779296875,24.399999618530273,14.640000343322754,2.299999952316284
9513418,0.6420000195503235,6.12,1281.88,315.0,493.337,629.249,821.21,978.989,1149.547,1922.8200073242188,1724.3205,37.18000030517578,22.65999984741211,14.59000015258789,9.09000015258789,6.090000152587891,4.28000020980835,2.9100000858306885,1.940000057220459,1.2400000095367432,0.0900000035762786
19011163,4.29,4.29,2236.79,386.465,683.487,908.987,1220.194,1468.144,1727.942,3355.18505859375,2591.913,40.84000015258789,17.059999465942383,9.850000381469728,6.329999923706055,4.269999980926514,2.9100000858306885,1.899999976158142,1.1200000047683716,0.4600000083446502,0.0
5215277,31.891000747680664,7.13,460.54,85.008,130.337,167.261,222.718,271.049,325.945,690.8100128173828,488.9175,25.989999771118164,18.149999618530273,13.289999961853027,9.539999961853027,7.110000133514404,5.329999923706055,3.9600000381469727,2.9700000286102295,2.130000114440918,0.6000000238418579
14763007,19.02899932861328,20.33,642.58,188.73,273.607,329.873,400.545,452.752,504.53,963.8700256347656,756.795,63.45000076293945,45.40999984741211,33.540000915527344,26.11000061035156,20.290000915527344,16.65999984741211,13.329999923706056,10.399999618530272,7.739999771118164,2.049999952316284
9753898,16.69,16.69,2305.48,311.216,544.632,771.749,1170.154,1570.167,2081.139,3458.219970703125,3121.7085,53.22999954223633,36.540000915527344,28.059999465942383,21.84000015258789,16.6299991607666,12.65999984741211,9.40999984741211,6.659999847412109,3.809999942779541,0.0
6566163,8.711000442504883,2.6,267.95,85.409,129.422,157.21,190.279,213.375,235.189,401.9250183105469,352.7835,10.880000114440918,7.03000020980835,4.559999942779541,3.390000104904175,2.5899999141693115,2.0199999809265137,1.5399999618530271,1.090000033378601,0.6499999761581421,0.0700000002980232
2588259,2.3570001125335693,0.44,278.03,77.206,117.373,144.178,177.79,202.488,226.827,417.0449981689453,340.2405,2.799999952316284,1.600000023841858,0.9700000286102296,0.6299999952316284,0.4399999976158142,0.3100000023841858,0.2199999988079071,0.1400000005960464,0.0799999982118606,0.0
18458275,4.605000019073486,5.71,283.3,90.832,141.17,179.598,234.004,278.843,327.434,424.9499816894531,491.15100000000007,25.6299991607666,17.399999618530273,11.539999961853027,8.09000015258789,5.699999809265137,4.150000095367432,3.1600000858306885,2.390000104904175,1.7300000190734863,0.4199999868869781
15708507,84.43599700927734,76.39,2861.67,828.245,1308.009,1685.402,2233.61,2696.126,3207.028,4292.5048828125,4810.5419999999995,,,,,,,,,,
23763081,3.0360000133514404,12.0,863.35,221.286,381.939,510.668,698.817,857.639,1032.613,1295.0249633789062,1548.9195,,,,,,,,,,
18445656,236.4600067138672,64.05,1947.1,560.264,860.364,1091.039,1420.042,1693.238,1991.266,2920.6499633789062,2986.8990000000003,,,,,,,,,,
14771846,87.59600067138672,17.22,654.88,172.142,255.06,314.489,394.372,457.219,522.84,982.3200073242188,784.26,,,,,,,,,,
8446520,41.0099983215332,28.26,1857.94,385.75,657.005,884.967,1234.302,1543.156,1897.234,2786.909912109375,2845.8509999999997,,,,,,,,,,
1100616,98.52200317382812,182.68,2795.56,1035.319,1464.143,1727.705,2037.81,2253.32,2456.709,4193.340087890625,3685.0635,,,,,,,,,,
5215523,30.666000366210938,6.9,466.09,84.544,129.827,166.537,221.436,269.088,323.029,699.1349945068359,484.5435,,,,,,,,,,
5215277,7.1,7.1,460.78,84.944,130.281,167.187,222.585,270.837,325.618,691.1699981689453,488.427,25.8799991607666,18.06999969482422,13.229999542236328,9.489999771118164,7.079999923706055,5.300000190734863,3.940000057220459,2.950000047683716,2.119999885559082,0.6000000238418579
3806311,7.8379998207092285,25.69,1207.46,458.946,643.145,763.031,911.863,1020.838,1128.27,1811.18994140625,1692.405,101.4499969482422,66.79200134277414,47.56999969482422,34.79999923706055,25.6200008392334,18.219999313354492,13.260000228881836,9.65999984741211,6.980000019073486,2.190000057220459
13336960,33.334999084472656,4.69,346.66,97.039,152.735,191.98,243.466,282.886,323.033,519.9900054931641,484.5495,19.260000228881836,12.56999969482422,8.199999809265137,6.010000228881836,4.679999828338623,3.650000095367432,2.869999885559082,2.140000104904175,1.3899999856948853,0.0
10169678,10.630999565124512,1.6,436.51,122.791,192.616,244.976,317.819,376.833,439.858,654.7650146484375,659.787,11.699999809265137,7.320000171661377,4.409999847412109,2.619999885559082,1.600000023841858,1.0499999523162842,0.699999988079071,0.4699999988079071,0.3100000023841858,0.0
22249381,217.8820037841797,59.41,2476.13,838.344,1247.337,1499.476,1793.933,1996.149,2184.628,3714.19482421875,3276.942,272.3900146484375,164.86000061035156,112.62000274658205,78.29000091552734,59.27000045776367,43.83000183105469,32.06999969482422,21.65999984741211,11.06999969482422,0.4099999964237213
5891522,1.47,1.47,433.05,70.301,117.315,155.271,211.407,259.441,313.039,649.5749816894531,469.5585,8.779999732971191,5.139999866485596,3.2799999713897705,2.190000057220459,1.4600000381469729,1.0099999904632568,0.7200000286102295,0.5299999713897705,0.3499999940395355,0.0299999993294477
8696407,3.25600004196167,17.74,1816.79,424.682,656.789,832.381,1079.065,1280.936,1498.447,2725.18505859375,2247.6704999999997,94.98999786376952,54.599998474121094,36.189998626708984,25.280000686645508,17.649999618530273,11.989999771118164,7.980000019073486,5.179999828338623,3.140000104904175,0.4300000071525574
18476871,8.675000190734863,13.48,540.15,171.755,271.298,348.172,457.971,549.138,648.503,810.2250366210938,972.7545,56.195999908447035,37.5099983215332,25.81999969482422,18.399999618530273,13.43000030517578,9.9399995803833,7.610000133514404,5.829999923706055,4.179999828338623,0.0
2057786,0.1990000009536743,0.8,80.95,22.944,36.737,47.546,63.171,76.283,90.697,121.42499542236328,136.0455,3.559999942779541,2.2899999618530273,1.6399999856948853,1.1299999952316284,0.800000011920929,0.5699999928474426,0.4199999868869781,0.3199999928474426,0.2300000041723251,0.0
4480811,1.281999945640564,2.18,354.87,88.945,136.233,172.624,224.595,267.807,315.004,532.3049926757812,472.506,10.1899995803833,6.599999904632568,4.460000038146973,3.0799999237060547,2.1700000762939453,1.5499999523162842,1.100000023841858,0.7699999809265137,0.5,0.0
21515584,0.0,0.11,523.56,102.17,197.426,278.328,401.158,507.823,627.638,785.3399963378906,941.457,1.899999976158142,0.8100000023841858,0.3899999856948852,0.2000000029802322,0.1099999994039535,0.0599999986588954,0.0199999995529651,0.0,0.0,0.0
2590217,65.21299743652344,118.62,3393.69,1265.678,1788.532,2116.572,2509.993,2788.527,3055.493,5090.534912109375,4583.2395,444.6799926757813,312.0199890136719,222.02999877929688,157.60000610351562,118.26000213623048,86.41999816894531,63.45000076293945,46.470001220703125,31.209999084472656,7.210000038146973
21999702,13.935999870300291,19.08,2060.24,466.953,729.529,928.936,1209.746,1439.938,1688.237,3090.3599853515625,2532.3555,102.47000122070312,62.83000183105469,42.0099983215332,28.209999084472656,19.0,12.960000038146973,9.010000228881836,6.360000133514404,4.25,0.0
13438279,62.51300048828125,39.86,1076.76,363.462,528.82,637.909,774.253,874.468,973.434,1615.1400146484375,1460.1509999999998,160.86000061035156,108.54000091552734,73.95999908447266,53.43000030517578,39.72999954223633,30.260000228881836,23.100000381469727,17.989999771118164,13.09000015258789,3.7100000381469727
9512992,0.2269999980926513,0.52,190.72,47.994,75.461,95.641,123.179,145.08,168.106,286.0800018310547,252.159,3.4000000953674316,2.0799999237060547,1.2899999618530271,0.7900000214576721,0.5199999809265137,0.3499999940395355,0.2300000041723251,0.1500000059604644,0.0900000035762786,0.0
4722211,6.2820000648498535,5.84,487.78,105.346,164.822,211.458,279.068,336.027,398.885,731.6699981689453,598.3275,29.18000030517578,18.450000762939453,12.600000381469728,8.550000190734863,5.809999942779541,4.170000076293945,3.0299999713897705,2.190000057220459,1.5499999523162842,0.0
18499528,6.695000171661377,4.91,308.38,89.722,137.471,172.549,220.579,258.96,299.513,462.5700073242188,449.2695,20.280000686645508,12.710000038146973,8.880000114440918,6.610000133514404,4.889999866485596,3.740000009536743,2.9100000858306885,2.2200000286102295,1.5800000429153442,0.2399999946355819
15574871,7.573999881744385,3.9,148.87,69.241,94.633,110.48,129.495,142.998,155.991,223.30499267578125,233.98650000000004,10.59000015258789,8.010000228881836,6.429999828338623,5.019999980926514,3.900000095367432,2.930000066757202,2.130000114440918,1.5700000524520874,1.1200000047683716,0.0
8677721,15.64,15.64,1838.75,419.331,651.588,828.582,1078.77,1284.652,1507.484,2758.125,2261.2259999999997,82.05999755859375,47.43000030517578,31.959999084472656,22.40999984741211,15.550000190734863,10.539999961853027,7.010000228881836,4.5,2.7100000381469727,0.3499999940395355
4726479,1975.43505859375,432.58,11765.67,3067.255,4347.463,5274.784,6537.856,7545.909,8612.23,17648.5048828125,12918.345,1563.965966796875,1075.4599609375,789.0080078124993,575.969970703125,431.3399963378906,323.2300109863281,244.86000061035156,181.97999572753903,128.6199951171875,39.029998779296875
4980010,1.0829999446868896,1.8,374.3,84.327,147.958,194.663,257.083,305.303,354.537,561.4499816894531,531.8054999999999,5.570000171661377,3.7200000286102295,2.8299999237060547,2.2100000381469727,1.7899999618530271,1.4299999475479126,1.0800000429153442,0.8399999737739563,0.5400000214576721,0.0
2441766,1.468999981880188,1.67,493.81,93.846,156.62,195.911,241.172,271.465,298.913,740.7149963378906,448.3695,7.260000228881836,4.349999904632568,2.940000057220459,2.1500000953674316,1.6699999570846558,1.2400000095367432,0.8899999856948853,0.5799999833106995,0.3400000035762787,0.0
948070466,0.0,0.03,513.46,79.741,183.38,281.595,442.764,591.56,766.325,770.1900329589844,1149.4875000000002,1.4600000381469729,0.449999988079071,0.2000000029802322,0.0900000035762786,0.0299999993294477,0.0099999997764825,0.0,0.0,0.0,0.0
3179658,53.89699935913086,87.12,1496.47,845.808,1084.243,1211.801,1346.488,1431.434,1505.738,2244.7049560546875,2258.607,357.239990234375,218.97000122070312,156.1699981689453,116.66000366210938,86.80999755859375,65.7300033569336,50.709999084472656,40.529998779296875,32.0,7.210000038146973
19596010,24.43899917602539,4.16,907.96,261.046,397.458,504.155,658.826,789.278,933.478,1361.9400329589844,1400.217,29.90999984741211,17.940000534057617,11.3100004196167,6.869999885559082,4.139999866485596,2.569999933242798,1.690000057220459,1.1399999856948853,0.7599999904632568,0.0
19663269,13.510000228881836,10.56,683.69,186.913,283.949,357.363,460.693,545.476,637.076,1025.5350036621094,955.614,45.150001525878906,30.40999984741211,21.790000915527344,15.479999542236328,10.5600004196167,7.150000095367432,4.809999942779541,3.1600000858306885,2.0199999809265137,0.0
17509186,15.42199993133545,34.48,867.27,358.47,480.312,550.544,629.241,681.637,729.476,1300.905029296875,1094.214,139.32000732421875,82.26000213623047,58.15999984741211,44.61000061035156,34.369998931884766,26.540000915527344,21.020000457763672,16.110000610351562,11.920000076293944,2.3399999141693115
6140070,1.3619999885559082,0.77,84.36,6.552,11.537,16.629,25.967,35.745,48.697,126.54000091552734,73.0455,3.660000085830689,2.5,1.7400000095367432,1.149999976158142,0.7599999904632568,0.5199999809265137,0.3600000143051147,0.25,0.1800000071525573,0.0
1049907,2.7950000762939453,0.6,176.55,42.998,65.734,84.514,113.072,138.248,167.122,264.8250045776367,250.683,3.4700000286102295,1.9900000095367432,1.2599999904632568,0.8399999737739563,0.6000000238418579,0.4300000071525574,0.3100000023841858,0.2199999988079071,0.1500000059604644,0.0
13313481,5.27,5.27,397.08,118.14,192.833,248.048,323.403,383.177,445.797,595.6199798583984,668.6955,23.670000076293945,14.850000381469728,9.550000190734863,6.900000095367432,5.260000228881836,4.090000152587891,3.069999933242798,2.2100000381469727,1.350000023841858,0.270000010728836
22304373,16.010000228881836,12.66,171.13,63.94,98.459,124.322,160.355,189.618,220.953,256.69500732421875,331.4295,35.04999923706055,25.299999237060547,19.959999084472656,15.93000030517578,12.630000114440918,9.920000076293944,7.659999847412109,5.690000057220459,3.839999914169311,0.8899999856948853
8587646,1.4299999475479126,2.32,343.92,103.83,166.739,215.059,283.593,340.067,401.195,515.8800201416016,601.7925,14.800000190734863,8.520000457763672,5.309999942779541,3.5799999237060547,2.309999942779541,1.559999942779541,1.0800000429153442,0.75,0.4399999976158142,0.0
23099460,74.59,74.59,3706.17,891.095,1368.764,1687.056,2084.812,2375.886,2661.605,5559.2548828125,3992.4075,364.010009765625,208.2599945068359,134.61000061035156,97.08999633789062,74.70999908447266,58.77000045776367,47.0099983215332,37.56999969482422,28.0,9.970000267028809
4731609,36.14400100708008,402.22,11665.23,3002.307,4278.755,5211.801,6492.214,7520.996,8615.131,17497.845703125,12922.696499999998,1461.945947265625,1004.75,735.3579833984368,535.4000244140625,400.9700012207031,300.239990234375,227.0399932861328,168.80999755859375,119.11000061035156,35.349998474121094
18402673,13.852999687194824,1.49,553.7,227.403,309.556,362.554,428.081,475.96,523.129,830.5500183105469,784.6935000000001,8.329999923706055,5.050000190734863,3.140000104904175,2.1500000953674316,1.4900000095367432,1.059999942779541,0.7799999713897705,0.5799999833106995,0.4199999868869781,0.0
10833740,0.0,0.03,526.59,69.551,145.07,208.662,302.755,381.855,467.925,789.8850402832031,701.8875,0.8500000238418579,0.2800000011920929,0.1299999952316284,0.0599999986588954,0.0299999993294477,0.0099999997764825,0.0,0.0,0.0,0.0
2639244,9.237000465393066,10.0,744.17,174.676,272.257,339.484,425.963,490.977,556.21,1116.2549743652344,834.315,30.670000076293945,20.079999923706055,15.529999732971191,12.270000457763672,9.970000267028809,8.140000343322754,6.5,4.949999809265137,3.759999990463257,0.0
7690565,3.1480000019073486,2.37,221.1,23.33,41.404,59.689,92.936,127.457,172.84,331.65000915527344,259.26,11.9399995803833,7.889999866485596,5.329999923706055,3.630000114440918,2.359999895095825,1.5499999523162842,1.090000033378601,0.7900000214576721,0.5600000023841858,0.0
22130371,14.18299961090088,5.43,332.03,108.586,152.968,184.591,227.073,260.556,295.618,498.0449981689453,443.427,17.799999237060547,12.369999885559082,9.390000343322754,7.130000114440918,5.429999828338623,4.039999961853027,2.950000047683716,2.0399999618530273,1.3300000429153442,0.270000010728836
4507532,82.51599884033203,119.48,5593.08,1173.3,1863.734,2408.771,3202.615,3873.865,4616.598,8389.6201171875,6924.897,485.4359985351561,311.4700012207031,214.5099945068359,156.67399597167935,119.08000183105467,90.6500015258789,69.68000030517578,52.16999816894531,36.0099983215332,10.199999809265137
8574021,21.56800079345703,92.1,2778.08,872.271,1318.489,1646.357,2096.062,2456.281,2837.817,4167.1201171875,4256.7255000000005,352.010009765625,226.77999877929688,164.16000366210938,123.43000030517578,91.8000030517578,67.73999786376953,48.9900016784668,34.4900016784668,23.18000030517578,7.389999866485596
5211913,5.31,5.31,339.78,99.047,151.571,188.081,235.592,271.76,308.462,509.6699981689453,462.693,20.329999923706055,14.170000076293944,10.010000228881836,7.139999866485596,5.300000190734863,4.039999961853027,3.049999952316284,2.299999952316284,1.649999976158142,0.3000000119209289
2456566,683.51,683.51,5913.59,2915.319,3853.393,4412.111,5058.487,5502.81,5919.611,8870.384765625,8879.4165,1749.6779785156243,1288.3299560546875,1007.047985839843,822.7000122070312,681.9000244140625,565.719970703125,459.3200073242187,375.760009765625,275.4599914550781,82.86000061035156
10375992,19.7810001373291,3.8,235.64,120.679,159.321,180.298,202.603,216.729,229.107,353.45999908447266,343.6605,27.06999969482422,12.800000190734863,7.929999828338623,5.449999809265137,3.799999952316284,2.799999952316284,2.1500000953674316,1.600000023841858,1.1200000047683716,0.0199999995529651
23141653,14.947999954223633,17.41,1011.98,409.741,632.801,764.945,912.033,1007.937,1093.314,1517.969970703125,1639.971,125.69000244140624,55.84000015258789,33.61000061035156,23.270000457763672,17.450000762939453,13.289999961853027,10.90999984741211,8.920000076293945,7.139999866485596,0.6700000166893005
23141645,14.947999954223633,17.41,1011.98,409.741,632.801,764.945,912.033,1007.937,1093.314,1517.969970703125,1639.971,125.69000244140624,55.84000015258789,33.61000061035156,23.270000457763672,17.450000762939453,13.289999961853027,10.90999984741211,8.920000076293945,7.139999866485596,0.6700000166893005
23099464,31.159000396728516,74.59,3706.76,890.997,1368.711,1687.094,2085.031,2376.284,2662.216,5560.1400146484375,3993.324,363.985998535156,208.25,134.63999938964844,97.0999984741211,74.70999908447266,58.7599983215332,47.0099983215332,37.56999969482422,28.0,9.970000267028809
18822034,0.04,0.04,131.07,30.406,56.478,76.944,105.855,129.324,154.249,196.60501098632807,231.3735,0.4799999892711639,0.2199999988079071,0.1199999973177909,0.0700000002980232,0.0399999991059303,0.0199999995529651,0.0099999997764825,0.0,0.0,0.0
14709872,119.3,119.3,1169.9,521.646,731.276,861.784,1017.411,1127.055,1231.755,1754.8500366210938,1847.6325,310.6400146484375,233.3800048828125,182.0,145.5500030517578,119.01000213623048,97.1500015258789,80.5,62.34000015258789,44.5099983215332,14.15999984741211
13229618,7.913000106811523,8.74,340.34,84.974,136.304,177.548,238.542,290.841,349.373,510.509994506836,524.0595,31.68000030517578,21.760000228881836,15.609999656677246,11.579999923706056,8.720000267028809,6.900000095367432,5.349999904632568,4.03000020980835,2.880000114440918,0.0
4021739,0.4099999964237213,1.57,764.0,210.474,378.323,495.045,641.857,748.361,851.299,1146.0,1276.9485,19.766000366210704,7.139999866485596,3.990000009536743,2.630000114440918,1.559999942779541,0.959999978542328,0.5400000214576721,0.2599999904632568,0.0599999986588954,0.0
6597748,159.07899475097656,38.6,1643.61,548.396,836.34,1011.535,1212.389,1347.482,1471.043,2465.414978027344,2206.5645,171.22999572753906,104.3000030517578,71.66999816894531,50.75,38.4900016784668,28.200000762939453,21.25,14.960000038146973,7.599999904632568,0.3799999952316284
3986112,4.559000015258789,6.73,347.32,117.203,178.56,219.439,270.595,308.107,345.007,520.9800109863281,517.5105,27.440000534057617,18.329999923706055,12.899999618530272,9.31999969482422,6.710000038146973,4.96999979019165,3.7799999713897705,2.890000104904175,2.069999933242798,0.0
17309896,9.73,9.73,1255.79,340.469,611.785,814.504,1088.891,1303.054,1523.381,1883.68505859375,2285.0715,54.900001525878906,30.959999084472656,19.34000015258789,13.3100004196167,9.6899995803833,6.909999847412109,4.710000038146973,3.069999933242798,1.5299999713897705,0.0
8540067,1.7170000076293943,7.17,787.04,142.236,227.142,296.412,400.33,490.66,592.94,1180.5599670410156,889.4100000000001,28.579999923706055,18.1299991607666,13.010000228881836,9.649999618530272,7.139999866485596,5.170000076293945,3.7699999809265137,2.690000057220459,1.8799999952316284,0.0
6948578,8.887999534606934,2.51,256.75,73.961,118.996,152.671,199.238,236.687,276.396,385.125,414.5940000000001,11.18000030517578,6.889999866485596,4.579999923706055,3.2200000286102295,2.5,2.0,1.4600000381469729,1.0499999523162842,0.6100000143051147,0.0
3885878,40.7,40.7,1290.29,444.357,672.109,828.311,1029.42,1181.084,1333.855,1935.43505859375,2000.7825,156.97999572753906,107.95999908447266,77.41000366210938,55.27000045776367,40.59000015258789,30.399999618530273,23.1299991607666,17.75,12.720000267028809,1.850000023841858
10645809,0.02,0.02,539.76,72.502,152.589,224.491,338.112,439.989,557.16,809.6400146484375,835.74,0.75,0.2199999988079071,0.1000000014901161,0.0399999991059303,0.0199999995529651,0.0099999997764825,0.0,0.0,0.0,0.0
